instance-00000024,1397693118,2.604e+12,119854391449,4.60270320465
instance-00000022,1397693118,2.61e+12,104058407999,3.98691218387
instance-00000021,1397693118,2.625e+12,83705910598,3.18879659421
instance-00000028,1397693118,2.166e+12,15849307828,0.731731663343
instance-00000027,1397693118,2.215e+12,24988526297,1.12815017142
instance-00000023,1397693118,2.606e+12,42882954248,1.64554697805
instance-00000026,1397693118,2.596e+12,621128704047,23.9263753485
instance-00000029,1397693118,2.015e+12,16053186022,0.796684169826
instance-00000025,1397693118,2.598e+12,36320723254,1.39802629923
instance-00000024,1397693123,2.609e+12,124947941613,4.78911236539
instance-00000022,1397693123,2.615e+12,104062248444,3.97943588696
instance-00000021,1397693123,2.63e+12,83708443502,3.18283055141
instance-00000028,1397693123,2.171e+12,15865052683,0.730771657439
instance-00000027,1397693123,2.22e+12,24991409103,1.12573914878
instance-00000023,1397693123,2.611e+12,42885520019,1.6424940643
instance-00000026,1397693123,2.601e+12,621131576404,23.8804912112
instance-00000029,1397693123,2.02e+12,16065653274,0.79532937
instance-00000025,1397693123,2.603e+12,36324431732,1.39548335505
instance-00000024,1397693128,2.614e+12,130044240612,4.97491356588
instance-00000022,1397693128,2.62e+12,104064031376,3.9719095945
instance-00000021,1397693128,2.635e+12,83710192263,3.17685739139
instance-00000028,1397693128,2.176e+12,15868285707,0.729241071094
instance-00000027,1397693128,2.225e+12,24994077865,1.12332934225
instance-00000023,1397693128,2.616e+12,42888215764,1.63945778914
instance-00000026,1397693128,2.606e+12,621133516431,23.8347473688
instance-00000029,1397693128,2.025e+12,16069633704,0.793562158222
instance-00000025,1397693128,2.608e+12,36326386155,1.39288290472
instance-00000024,1397693133,2.619e+12,135137592019,5.15989278423
instance-00000022,1397693133,2.625e+12,104065245297,3.96439029703
instance-00000021,1397693133,2.64e+12,83711494395,3.1708899392
instance-00000028,1397693133,2.181e+12,15869670080,0.727632740945
instance-00000027,1397693133,2.23e+12,24995301628,1.12086554386
instance-00000023,1397693133,2.621e+12,42889523635,1.63638014632
instance-00000026,1397693133,2.611e+12,621134832656,23.7891548317
instance-00000029,1397693133,2.03e+12,16070921844,0.791671026798
instance-00000025,1397693133,2.613e+12,36327485038,1.39025966468
instance-00000024,1397693138,2.624e+12,140233412144,5.34426113354
instance-00000022,1397693138,2.63e+12,104076853977,3.95729482802
instance-00000021,1397693138,2.645e+12,83714506160,3.16500968469
instance-00000028,1397693138,2.186e+12,15872598589,0.726102405718
instance-00000027,1397693138,2.235e+12,25006885530,1.11887631007
instance-00000023,1397693138,2.626e+12,42892489996,1.63337737989
instance-00000026,1397693138,2.616e+12,621146981383,23.7441506645
instance-00000029,1397693138,2.035e+12,16073794563,0.789867054693
instance-00000025,1397693138,2.618e+12,36330748288,1.38772911719
instance-00000024,1397693143,2.629e+12,143432946807,5.45579866135
instance-00000022,1397693143,2.635e+12,104080358533,3.94991872991
instance-00000021,1397693143,2.65e+12,83718463483,3.15918730125
instance-00000028,1397693143,2.191e+12,15874992129,0.724554638476
instance-00000027,1397693143,2.24e+12,25012609194,1.11663433902
instance-00000023,1397693143,2.631e+12,42895268533,1.63037888761
instance-00000026,1397693143,2.621e+12,621151201732,23.699015709
instance-00000029,1397693143,2.04e+12,16077225587,0.78809929348
instance-00000025,1397693143,2.623e+12,36333087516,1.38517298955
