1397965003,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.27
1397965008,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.27
1397965013,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.29
1397965018,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.29
1397965023,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.30
1397965028,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.31
1397965033,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.32
1397965038,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.32
1397965043,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.33
1397965048,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.33
1397965053,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.34
1397965058,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.34
1397965063,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.36
1397965068,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.37
1397965073,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.38
1397965078,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.38
1397965083,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.38
1397965088,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.39
1397965093,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.39
1397965098,obelix77.cs.umass.edu,11,instance-0000002a,0.0,1,8/8CPU,94:21.40
